sample_id,rmse_vt,rmse_euclid,improve_%_euclid_vs_vt
64,0.010640561580657959,0.0019652012269943953,81.53103844272674
65,0.0162370428442955,0.0012333897175267339,92.40385253473606
66,0.00912419892847538,0.0010422465857118368,88.57711679931815
67,0.00039290692075155675,0.0016088722040876746,-309.4792216730145
68,0.003250555135309696,0.0008355670142918825,74.29463644660744
69,0.013148536905646324,0.0019032212439924479,85.52522414847232
70,0.015506801195442677,0.0021956777200102806,85.84055026439638
71,0.0023283399641513824,0.001154913567006588,50.39755425357316
72,0.023606091737747192,0.0013045978266745806,94.47346963608886
73,0.035305723547935486,0.003159505547955632,91.0510103423418
74,0.028508711606264114,0.002945719985291362,89.66729880019979
75,0.05974075198173523,0.0021562844049185514,96.39059714792056
76,0.02936319075524807,0.0017155995592474937,94.15731221280018
77,0.012934178113937378,0.0021507255733013153,83.37176467503959
78,0.01935449242591858,0.0017907521687448025,90.74761491934457
79,0.012329267337918282,0.0011979753617197275,90.2834829532958
80,0.0013069792184978724,0.0008831844315864146,32.425518370083594
81,0.0005517045501619577,0.0013232837663963437,-139.85369789126173
82,0.0008497168309986591,0.0014365119859576225,-69.0577299238306
83,0.0008920698310248554,0.0012931236997246742,-44.95767643991401
84,0.009899009950459003,0.001409857883118093,85.75758696039803
85,0.023076366633176804,0.0019442191114649177,91.5748473609989
86,0.0005138788255862892,0.0009833923541009426,-91.36658375937465
87,0.014768333174288273,0.001362107926979661,90.77683370348886
88,0.0007003293721936643,0.0008481930126436055,-21.113442632807
89,0.004124376457184553,0.0010898900218307972,73.57442915600048
90,0.008344306610524654,0.0011653690598905087,86.03396165619117
91,0.018175076693296432,0.0013958762865513563,92.31983275212589
92,0.00029359458130784333,0.0014399720821529627,-390.4627571237353
93,0.01584773324429989,0.00211233994923532,86.67102785275745
94,0.03789658099412918,0.002545570721849799,93.28284859476643
95,0.054139263927936554,0.0034707055892795324,93.58930037387432
96,0.008442273363471031,0.00126328831538558,85.03615955268543
97,0.01657761074602604,0.001975797349587083,88.0815312849499
98,0.0003008115745615214,0.0008901790133677423,-195.92578434059783
99,0.0006402383442036808,0.002195193897932768,-242.87135648434256
100,0.00020023899560328573,0.0009807751048356295,-389.8022475505832
101,0.01367814838886261,0.0022656377404928207,83.43607864956363
102,0.0006475942209362984,0.0010686012683436275,-65.01093325825599
103,0.007202039938420057,0.0012761129764840007,82.2812288154742
104,0.007573634851723909,0.0025329317431896925,66.55592996698664
105,0.0010838784510269761,0.001009670551866293,6.846514848773488
106,0.01662217266857624,0.00161026231944561,90.31256411267529
107,0.0004900635103695095,0.0011303848586976528,-130.66089057288312
108,0.0008385292021557689,0.002012968761846423,-140.05947023320132
109,0.0008996000397019088,0.0014422249514609575,-60.31846233973801
110,0.03532573953270912,0.002542327158153057,92.80318772455684
111,0.006959295365959406,0.0008711197879165411,87.48264381689631
112,0.004428031854331493,0.002180372131988406,50.75979116177387
113,0.009345075115561485,0.0008376294863410294,91.0366746452731
114,0.03825223818421364,0.005147628486156464,86.5429351813817
115,0.0005932489293627441,0.0014128282200545073,-138.15099341024157
116,0.014723454602062702,0.0011608893983066082,92.1153735274524
117,0.034743912518024445,0.0038988692685961723,88.77826650219288
118,0.000645785010419786,0.0009102982585318387,-40.95995469614709
119,0.00857446901500225,0.0008620140142738819,89.94673590090379
120,0.019142109900712967,0.002056290628388524,89.25776395628931
121,0.0038319439627230167,0.0017538126558065414,54.23177704554472
122,0.00958140566945076,0.0011530392803251743,87.96586512476796
123,0.030110973864793777,0.0014128416078165174,95.30788470969546
124,0.04126199334859848,0.0022959914058446884,94.43557806964982
125,0.00932307168841362,0.0009728734730742872,89.56488262147562
126,0.008657875470817089,0.0012114287819713354,86.00778231432469
127,0.012229269370436668,0.0013355847913771868,89.07878507037672
128,0.011032485403120518,0.0013578938087448478,87.69185944956982
129,0.00824656430631876,0.001264539547264576,84.66586203490455
130,0.030352208763360977,0.0017900591483339667,94.10237599763803
131,0.011185402981936932,0.0009537042351439595,91.47367119808904
132,0.0030597045551985502,0.0012824308359995484,58.08644875854056
133,0.026130912825465202,0.0008496023365296423,96.74866950430767
134,0.021409085020422935,0.0012965905480086803,93.94373674675377
135,0.0005855941562913358,0.0008198184077627957,-39.99770977136512
136,0.01740056462585926,0.0014352906728163362,91.75147068733138
137,0.026675576344132423,0.002015297766774893,92.44515754148783
138,0.004020137246698141,0.0012809461914002895,68.13675470573209
139,0.0036543714813888073,0.0010377869475632906,71.60149279938818
140,0.016839774325489998,0.0013273891527205706,92.11753597177068
141,0.0023672692477703094,0.001799658639356494,23.97744188620132
142,0.007760383188724518,0.0010745825711637735,86.15297020916927
143,0.01885630562901497,0.0013867159141227603,92.64587696905262
144,0.02434832789003849,0.0031148989219218493,87.2069288007728
145,0.05184756591916084,0.007350721396505833,85.82243685494305
146,0.006646281573921442,0.0020408700220286846,69.29305507113115
147,0.013568293303251266,0.002213334431871772,83.68745144845681
148,0.00038327989750541747,0.0010117918718606234,-163.982503858423
149,0.0008031670586206019,0.0013698387192562222,-70.55464412388916
150,0.0025688116438686848,0.0009156804298982024,64.35392868421029
151,0.026854053139686584,0.002954351482912898,88.99848947034086
152,0.038911305367946625,0.004083998501300812,89.50433951372891
153,0.0004820280009880662,0.0009677077759988606,-100.75758524560128
154,0.01602128893136978,0.002149952109903097,86.58065452799318
155,0.0012148362584412098,0.0008722400525584817,28.20101912666919
156,0.0010468574473634362,0.0018499258439987898,-76.7122971604968
157,0.008721849881112576,0.0013966142432764173,83.98717860140313
158,0.02930401638150215,0.002255907515063882,92.30171220689422
159,0.02060628868639469,0.0018488825298845768,91.02758114800373
160,0.017508992925286293,0.0013281443389132619,92.4145018191234
161,0.02917863242328167,0.0014883540570735931,94.89916444187074
162,0.0050150128081440926,0.0010006797965615988,80.04631621803607
163,0.03524640202522278,0.0025271347258239985,92.83009163617936
164,0.015834882855415344,0.001369125209748745,91.3537395687518
165,0.02426503412425518,0.0020146314054727554,91.69738894215725
166,0.010156516917049885,0.001293039065785706,87.26887300814955
167,0.014553413726389408,0.002161224838346243,85.149705218104
168,0.01770426332950592,0.001545289414934814,91.27165368540271
169,0.02268432453274727,0.0033070307690650225,85.4215153501918
170,0.0005555101670324802,0.0008964550797827542,-61.375098489707426
171,0.01124411728233099,0.001706952229142189,84.81915309908155
172,0.0013149023288860917,0.0008566324249841273,34.85201094302295
173,0.0010692797368392348,0.0017819622298702598,-66.65070587339382
174,0.017083002254366875,0.0018771870527416468,89.01137501663737
175,0.0008861655951477587,0.0010059799533337355,-13.520538227484852
176,0.0011229630326852202,0.001113868784159422,0.8098439799887077
177,0.020400265231728554,0.0010124187683686614,95.03722741925719
178,0.01872647926211357,0.0018590324325487018,90.07270716812997
179,0.02449079416692257,0.0014808793785050511,93.95332234083014
180,0.0006070923409424722,0.0011605784529820085,-91.1700039352472
181,0.012556229718029499,0.0016515430761501193,86.8468233370473
182,0.009823163039982319,0.0008749884436838329,91.092599796691
183,0.000372364156646654,0.0011658217990770936,-213.08647090125473
184,0.04845241829752922,0.0016743980813771486,96.54424249361362
185,0.01704840362071991,0.0012676258338615298,92.56454819472624
186,0.018460454419255257,0.0014560571871697903,92.11256042228209
187,0.017374716699123383,0.001445411704480648,91.68094806708197
188,0.0007228588801808655,0.0016437264857813716,-127.39244541011554
189,0.0069680120795965195,0.0009292447939515114,86.66413341131923
190,0.020400015637278557,0.0016088755801320076,92.11336104020864
191,0.040746621787548065,0.0021270662546157837,94.77977274618236
192,0.02191735990345478,0.0016516728792339563,92.46408834168824
193,0.0005979674169793725,0.0010211277985945344,-70.76646133080101
194,0.00650261715054512,0.0016654666978865862,74.387747885621
195,0.0006161481724120677,0.0010598917724564672,-72.01897517395261
196,0.010213431902229786,0.0019174896879121661,81.22580434196854
197,0.006751169916242361,0.0007888725958764553,88.31502381740253
198,0.0005274754948914051,0.0019113336456939578,-262.35496465364844
199,0.020499862730503082,0.0016411065589636564,91.99454854182174
200,0.0011971958447247744,0.0009090988314710557,24.064317820891418
201,0.022179801017045975,0.0017672822577878833,92.03201932537635
202,0.0006766900769434869,0.0007961476221680641,-17.65321365249182
203,0.02118341438472271,0.0051322574727237225,75.77228401299281
204,0.009947226382791996,0.0011799322674050927,88.13807766225494
205,0.00765855610370636,0.000983653706498444,87.1561467455469
206,0.029309067875146866,0.003080167109146714,89.49073671273763
207,0.0011038528755307198,0.0008455829229205847,23.397135442709292
208,0.0007625676807947457,0.0014130757190287113,-85.30495767968537
209,0.0003781703417189419,0.0008634221157990396,-128.31566076579918
210,0.008884652517735958,0.0011850666487589478,86.66164324085968
211,0.000767414050642401,0.0009669490391388535,-26.000955816408705
212,0.0004961546510457993,0.0009851143695414066,-98.54986070965475
213,0.009901734068989754,0.0010649488540366292,89.24482471949753
214,0.015530961565673351,0.001706506940536201,89.01222609939325
215,0.007238108664751053,0.001064640935510397,85.29117224299193
216,0.0007670847116969526,0.003392827929928899,-342.30159652122836
217,0.0005194130353629589,0.000768819241784513,-48.01693237581206
218,0.030302783474326134,0.0016986679984256625,94.39434994211409
219,0.0009297897922806442,0.0009642597869969904,-3.707288998594328
220,0.014159646816551685,0.0024317388888448477,82.82627440374735
221,0.00909751933068037,0.0011071761837229133,87.82991116196494
222,0.032655682414770126,0.0018561917822808027,94.31586895154147
223,0.009307325817644596,0.0014976754318922758,83.90863861355206
224,0.007535642012953758,0.0011131515493616462,85.22817898859284
225,0.004348840098828077,0.002162956865504384,50.263591742775446
226,0.0005441450048238039,0.0008832945604808629,-62.32705474225685
227,0.003918111324310303,0.0009362032287754118,76.10575218402535
228,0.026338130235671997,0.0024000005796551704,90.88773364286308
229,0.0010704993037506938,0.0012357464293017983,-15.43645332769166
230,0.012149233371019363,0.0014271601103246212,88.25308504969965
231,0.00828351080417633,0.0015812043566256762,80.91142276729344
232,0.0029863519594073296,0.001291341963224113,56.75854750730795
233,0.00041676475666463375,0.001083987532183528,-160.09577663373383
234,0.006973749957978725,0.0013513914309442043,80.62173952474043
235,0.0019884775392711163,0.0010393462143838406,47.73155872597222
236,0.01712012104690075,0.0007903313380666077,95.3836112673776
237,0.019832031801342964,0.0036109904758632183,81.79213046422902
238,0.003601221600547433,0.0015583212953060865,56.72798098188456
239,0.002012479119002819,0.0013681835262104869,32.015020001371724
240,0.023616883903741837,0.002867752453312278,87.85719375223552
241,0.017354251816868782,0.0019864237401634455,88.55367686253045
242,0.0006967666558921337,0.0009144303621724248,-31.239110558355488
243,0.0074419258162379265,0.0017604531021788716,76.34411916467792
244,0.0005720676854252815,0.0008893040358088911,-55.45433834341282
245,0.0013028812827542424,0.0015113489935174584,-16.000514656448047
246,0.047131799161434174,0.0021686675027012825,95.39871691248784
247,0.000787904136814177,0.0010066883405670524,-27.767870893511464
248,0.0016698818653821945,0.0011922854464501143,28.60061112986362
249,0.0005572645459324121,0.0014087712625041604,-152.80116441267586
250,0.015539060346782207,0.0012604950461536646,91.88821576760549
251,0.0316544808447361,0.002232358558103442,92.94773283446807
252,0.0005004557315260172,0.001296952017582953,-159.1541937259213
253,0.025261806324124336,0.0027519401628524065,89.1063207102675
254,0.04346249997615814,0.0016097872285172343,96.29614672335171
255,0.00048690559924580157,0.0021726181730628014,-346.2093212659727
256,0.0015942053869366646,0.0011480782413855195,27.984295431880014
257,0.00328629813157022,0.0010501175420358777,68.04557892577509
258,0.025730272755026817,0.0027183389756828547,89.43525005561344
259,0.00872211717069149,0.0015300087397918105,82.4582872406529
260,0.02306586690247059,0.0026379539631307125,88.56338686436366
261,0.00045979046262800694,0.001894558547064662,-312.0482476116453
262,0.01644091308116913,0.00331517169252038,79.83584198181897
263,0.0014938946114853024,0.0013189837336540222,11.708381325526808
264,0.02734440006315708,0.0009946605423465371,96.3624707764193
265,0.02858887054026127,0.004051945637911558,85.82684253628162
266,0.0010488135740160942,0.0012943340698257089,-23.40935526181067
267,0.006598196923732758,0.0012348480522632599,81.28506821864407
268,0.011666543781757355,0.0011913941707462072,89.78794239381301
269,0.013378564268350601,0.001305160578340292,90.24438980847648
270,0.00047500227810814977,0.0017360757337883115,-265.4878747209205
271,0.0014403541572391987,0.0009301280369982123,35.42365725279167
272,0.018997816368937492,0.0019805016927421093,89.57510876420464
273,0.011788103729486465,0.0014594777021557093,87.61906294240353
274,0.022351859137415886,0.0015603223582729697,93.01927258215734
275,0.013258733786642551,0.0016384860500693321,87.64221322102085
276,0.0042680106125772,0.0009567334200255573,77.5836213250726
277,0.0003917715512216091,0.0006362040294334292,-62.391584285720334
278,0.010208206251263618,0.0011042010737583041,89.18320175482883
279,0.013018683530390263,0.0017008028225973248,86.93567733253212
280,0.01370786689221859,0.0010792410466820002,92.12684908535323
281,0.014191390946507454,0.0015747317811474204,88.90361214082398
282,0.010994735173881054,0.0012761479010805488,88.39310013581701
283,0.017369186505675316,0.00164244684856385,90.54390458106587
284,0.017400270327925682,0.0016286292811855674,90.64020701173715
285,0.02220822311937809,0.0015459517017006874,93.03883208340909
286,0.016738267615437508,0.0013878365280106664,91.70860114790035
287,0.029896806925535202,0.001680681831203401,94.37839018617171
288,0.0007304481696337461,0.00132527865935117,-81.43363398409792
289,0.022438323125243187,0.0026133591309189796,88.35314422911367
290,0.0214907918125391,0.001771827694028616,91.7554098964731
291,0.0006743156118318439,0.0012468042550608516,-84.89921222864685
292,0.019732413813471794,0.00430716248229146,78.1721459736843
293,0.015422756783664227,0.0020236074924468994,86.87908055802906
294,0.003947668243199587,0.0013715316308662295,65.25717089115942
295,0.0005430251476354897,0.001581406220793724,-191.22154393170777
296,0.0004936064360663295,0.0012942709727212787,-162.2070695458451
297,0.02161724865436554,0.002460584044456482,88.61749668200376
298,0.0006531354156322777,0.0018698296044021845,-186.28513441262652
299,0.024877117946743965,0.0010424030479043722,95.80979174881107
300,0.0008186678751371801,0.001179585698992014,-44.085988271311706
301,0.000813692226074636,0.0017523217247799039,-115.35436464470148
302,0.03508662059903145,0.0017988195177167654,94.87320383680624
303,0.0006058347644284368,0.0012969551607966423,-114.07737485640266
304,0.001816465170122683,0.003080718917772174,-69.59966905768455
305,0.012943037785589695,0.0022616886999458075,82.52582787566959
306,0.0002806657284963876,0.0010233847424387932,-264.6276106723479
307,0.012631712481379509,0.0010352983372285962,91.80397480014862
308,0.0006574107683263719,0.0005520073464140296,16.03311458075837
309,0.005328463856130838,0.0009205315145663917,82.724260870523
310,0.0008437302894890308,0.0012613869039341807,-49.501199512829366
311,0.020057648420333862,0.0014282629126682878,92.87921054519458
312,0.04761505126953125,0.0018357951194047928,96.14450668135486
313,0.000232574442634359,0.0012845256133005023,-452.30729319510453
314,0.0249232929199934,0.001813574112020433,92.72337680751318
315,0.0026582416612654924,0.0012708950089290738,52.190388557602
316,0.017942087724804878,0.0010791835375130177,93.98518413795904
317,0.02951263263821602,0.0011666895588859916,96.04681298971714
318,0.008758137933909893,0.0018450546776875854,78.93325393593989
319,0.004456456750631332,0.0011251084506511688,74.75329585013225
320,0.0012740944512188435,0.0015901291044428945,-24.80464871922758
321,0.0008248183294199407,0.0010736631229519844,-30.16964880076672
322,0.0009413849329575896,0.000764321768656373,18.80879520313138
323,0.0010381040628999472,0.0005826406995765865,43.8745381279288
324,0.01351255550980568,0.0024974693078547716,81.51741684348602
325,0.0006911117234267294,0.0014688812661916018,-112.538901493825
326,0.012727124616503716,0.0012412265641614795,90.24739206643414
327,0.010927684605121613,0.001515573589131236,86.13088092529479
328,0.013197432272136211,0.0020344459917396307,84.58453166771835
329,0.00809989683330059,0.001636892557144165,79.79119250985488
330,0.008435787633061409,0.001222513266839087,85.50801275623733
331,0.00924842432141304,0.0015770059544593096,82.94838233538307
332,0.035399485379457474,0.0019498442998155951,94.4918851789523
333,0.002959336619824171,0.001995780970901251,32.5598528448099
334,0.03120911493897438,0.003746372414752841,87.99590304640688
335,0.01442265696823597,0.0015495492843911052,89.25614546129505
336,0.0008655324345454574,0.001808716100640595,-108.97149862451366
337,0.01565883494913578,0.0008874612394720316,94.33252062942054
338,0.024261504411697388,0.002065958920866251,91.48462153573206
339,0.006031176075339317,0.0010776737472042441,82.1316152179336
340,0.019639313220977783,0.0014884588308632374,92.42102401932495
341,0.017157942056655884,0.0013372329995036125,92.20633222789712
342,0.01098658237606287,0.0022613564506173134,79.4171073951219
343,0.019259558990597725,0.0025778801646083593,86.61506129640352
344,0.025114083662629128,0.0020793003495782614,91.72058045824878
345,0.020016642287373543,0.0019611355382949114,90.20247496537411
346,0.0004554391198325902,0.000892203242983669,-95.89956224064117
347,0.003512590890750289,0.002705198712646961,22.985659388902313
348,0.01931457780301571,0.0016196618089452386,91.61430383630497
349,0.0007104264223016798,0.000774026324506849,-8.952355953990432
350,0.006515416316688061,0.0013182299444451928,79.76752549385891
351,0.00826715026050806,0.0017125386511906981,79.28501844022
352,0.012793587520718575,0.0011386994738131762,91.09945140188313
353,0.018298478797078133,0.002308301627635956,87.38528128972997
354,0.03337715193629265,0.0017704619094729424,94.69558722745668
355,0.023954061791300774,0.00160286168102175,93.30860170638394
356,0.0010998174548149109,0.0020614215172827244,-87.43306058506882
357,0.007647428661584854,0.0017750054830685258,76.7895123657346
358,0.00041958672227337956,0.0009643894736655056,-129.8427050174232
359,0.011031689122319221,0.001105212140828371,89.98147854355204
360,0.00671043386682868,0.0011184756876900792,83.33228952523768
361,0.04287954792380333,0.00442717457190156,89.67532358161664
362,0.0006332112243399024,0.0013176511274650693,-108.09029842415781
363,0.019500045105814934,0.0012844173470512033,93.41325960521844
364,0.02017778716981411,0.0029360719490796328,85.44898939995524
365,0.009592759422957897,0.001263010548427701,86.83370974285735
366,0.0006088712252676487,0.0016554184257984161,-171.88317584755177
367,0.02630188688635826,0.0019021268235519528,92.76809746502944
368,0.017888877540826797,0.001582939876243472,91.15126215413835
369,0.03721680864691734,0.0013790758093819022,96.29448128283005
370,0.01382590550929308,0.0013152743922546506,90.48688426030787
371,0.0029183083679527044,0.0013941149227321148,52.22866306508857
372,0.0182949285954237,0.0011607639025896788,93.65526956023986
373,0.008122486062347889,0.0011811150470748544,85.45870021981881
374,0.0006118774181231856,0.0013254138175398111,-116.61427225719756
375,0.040445443242788315,0.0010994187323376536,97.28172410743328
376,0.010159719735383987,0.0022249070461839437,78.10070449860828
377,0.0009428794728592038,0.0013747059274464846,-45.79869077219551
378,0.01719680428504944,0.0012192052090540528,92.9102803650379
379,0.020624030381441116,0.0014721386833116412,92.8620223253502
380,0.053818244487047195,0.0015823738649487495,97.05978171342957
381,0.01908976212143898,0.0015998628223314881,91.61926265466171
382,0.008283520117402077,0.0011989757185801864,85.52577041592949
383,0.006410696543753147,0.0010719100246205926,83.27935165644519
384,0.019016386941075325,0.002336314879357815,87.7142020328345
385,0.010083409957587719,0.0012211012654006481,87.88999682234802
386,0.00047126697609201074,0.0009909560903906822,-110.27488442017585
387,0.0005892363260500133,0.001042035175487399,-76.84503290968227
388,0.0007423895294778049,0.0009880192810669541,-33.086370632282616
389,0.005673767067492008,0.001425069523975253,74.88318593674637
390,0.00365448254160583,0.0015833680517971516,56.67326264833843
391,0.002613215474411845,0.0008357421611435711,68.0186280080154
392,0.021814635023474693,0.0013657946838065982,93.73908991246354
393,0.019789379090070724,0.0014268954982981086,92.7895893411737
394,0.06023029983043671,0.005584400147199631,90.72825444364648
395,0.020473524928092957,0.00159640668425709,92.20258020645683
396,0.043436288833618164,0.0030177575536072254,93.05245076047541
397,0.0007810957031324506,0.001491681206971407,-90.97291152409952
398,0.009131652303040028,0.0022378824651241302,75.49312663674189
399,0.019919870421290398,0.0018033339874818921,90.94705964319951
400,0.00858115404844284,0.0009939721785485744,88.41680065616451
401,0.0022975283209234476,0.0012036176631227136,47.61249936997219
402,0.0008002065005712211,0.0010540967341512442,-31.7280893221318
403,0.016810309141874313,0.0017689027590677142,89.4772740641862
404,0.0010424789506942034,0.0011235196143388748,-7.773841717664108
405,0.006664833053946495,0.0016085393726825714,75.86527133656035
406,0.0006563850329257548,0.0017456389032304287,-165.94739581278782
407,0.0008542081923224032,0.000888773996848613,-4.046531606278293
408,0.016570400446653366,0.001999996602535248,87.93030615130077
409,0.00023630436044186354,0.0014691108372062445,-521.7028027930329
410,0.0007434880244545639,0.0011726313969120383,-57.720280322618365
411,0.02761191315948963,0.0017703305929899216,93.58852614195847
412,0.010785532183945179,0.0012392735807225108,88.50985226809361
413,0.014895101077854633,0.00222967891022563,85.03079032883554
414,0.015630247071385384,0.0012127438094466925,92.24104516818997
415,0.02858944609761238,0.0015366016887128353,94.62528345455627
416,0.022307658568024635,0.0015857857652008533,92.89129443462615
417,0.013384571298956871,0.0015893671661615372,88.12537860538978
418,0.000758427195250988,0.00122173095587641,-61.087440286371255
419,0.02918863110244274,0.0037025907076895237,87.31495596498594
420,0.009446107782423496,0.002085035666823387,77.92703920357215
421,0.00791272521018982,0.0009449189528822899,88.05823621239838
422,0.0008316424791701138,0.0011634336551651359,-39.89589083125644
423,0.0033970552030950785,0.0008170451619662344,75.94842845116841
424,0.00013987308193463832,0.0009359298855997622,-569.1279458229398
425,0.0501246303319931,0.002551811747252941,94.90906619899143
426,0.026370134204626083,0.0021875048987567425,91.70461218475697
427,0.01041044294834137,0.005374620668590069,48.372795511740435
428,0.014632602222263813,0.0012175787705928087,91.67900040597682
429,0.01687821000814438,0.0013336206320673227,92.09856594778248
430,0.022106600925326347,0.001526489038951695,93.09487222825909
431,0.0014849069993942976,0.0012701994273811579,14.459327887613632
432,0.017277436330914497,0.001283263904042542,92.57260232137494
433,0.001154520781710744,0.0011038131779059768,4.39209103587627
434,0.010505657643079758,0.0016126815462484956,84.64939938189126
435,0.00039542122976854444,0.0008410012233071029,-112.68489369488964
436,0.018636556342244148,0.001671374891884625,91.03173965135191
437,0.0038494558539241552,0.001555306022055447,59.596730507613756
438,0.020018989220261574,0.0015070996014401317,92.47164986312355
439,0.007853219285607338,0.0016974365571513772,78.38546847856219
440,0.00033419462852180004,0.0008138842531479895,-143.53600634234564
441,0.009513258934020996,0.0016660075634717941,82.48752004070077
442,0.0005054525681771338,0.0015683331293985248,-210.28294760707976
443,0.004318715073168278,0.0011260741157457232,73.9257140745135
444,0.012782447971403599,0.0018948949873447418,85.1758051944691
445,0.014113236218690872,0.0008524279692210257,93.96008146571151
446,0.019258487969636917,0.0009057490387931466,95.29688394450216
447,0.016095681115984917,0.0014778499025851488,90.81834504023783
448,0.010922195389866829,0.0017941835103556514,83.57305058966485
449,0.037523966282606125,0.0016286525642499328,95.6597003820423
450,0.0146052036434412,0.001221135025843978,91.63904142268672
451,0.000737964001018554,0.0011486138682812452,-55.64632775303946
452,0.02951166406273842,0.0027870112098753452,90.55623835763365
453,0.010016326792538166,0.0012621815549209714,87.39875822806378
454,0.00580568565055728,0.0014704791828989983,74.67173952994567
455,0.007099207956343889,0.000859870866406709,87.88779153148765
456,0.00047112509491853416,0.001048515667207539,-122.55568155699478
457,0.019044531509280205,0.0020741557236760855,89.10891704762356
458,0.04220690578222275,0.002024131128564477,95.20426552953079
459,0.0006871902151033282,0.0008607931085862219,-25.262713207312338
460,0.014392636716365814,0.0010825187200680375,92.4786629279547
461,0.007303429301828146,0.0013873809948563576,81.00370472102585
462,0.0007938672788441181,0.001101179514080286,-38.71078239885526
463,0.042428288608789444,0.0022533871233463287,94.68895117342441
464,0.0004948490532115102,0.0014483238337561488,-192.6799237929029
465,0.008156928233802319,0.0010623261332511902,86.97639474479286
466,0.014854755252599716,0.0018524955958127975,87.52927554047794
467,0.005513620562851429,0.0021481155417859554,61.039837291860486
468,0.001108793425373733,0.0011001029051840305,0.7837817201103482
469,0.010625558905303478,0.0019336114637553692,81.80226111580559
470,0.00804184190928936,0.0015888718189671636,80.2424390122089
471,0.0003982563503086567,0.0007868911488913,-97.58408053144731
472,0.013367476873099804,0.0029782394412904978,77.7202573803513
473,0.009754771366715431,0.0012059281580150127,87.63755588361431
474,0.02362694963812828,0.001563182333484292,93.38390118758485
475,0.006519797258079052,0.0010589415905997157,83.75805949908792
